Rank,Folder,"Max Clients","Unique Clients","Total Data","Avg Usage"
119,"Top > Aaron Burr",4,4,"0 MB","0 Kbps"
120,"Top > 171 Broadmead St.",0,0,"0 MB","0 Kbps"
121,"Top > 262 Alexander St.",2,2,"0 MB","0 Kbps"
122,"Top > Forrestal Campus > PUAM-SF",0,0,"0 MB","0 Kbps"
123,Top,0,0,"0 MB","0 Kbps"
124,"Top > Scheide Caldwell House",2,2,"0 MB","0 Kbps"
125,"Top > Center for Jewish Life",1,1,"0 MB","0 Kbps"
126,"Top > Forrestal Campus > Printing Services",0,0,"0 MB","0 Kbps"
127,"Top > Murray-Dodge",2,2,"0 MB","0 Kbps"
128,"Top > 26 College Road West",0,0,"0 MB","0 Kbps"
129,"Top > Green Hall",0,0,"0 MB","0 Kbps"
130,"Top > 34-Chambers",5,5,"0 MB","0 Kbps"
131,"Top > McCormick Hall",2,2,"0 MB","0 Kbps"
