Rank,Folder,"Max Clients","Unique Clients","Total Data","Avg Usage"
105,"Top > Roberts Stadium",21,161,"243.42 MB","17.31 Kbps"
106,"Top > 71 University Place",20,104,"197.04 MB","52.54 Kbps"
107,"Top > Palmer House",14,38,"179.96 MB","10.66 Kbps"
108,"Top > Alexander Hall",22,96,"160.79 MB","11.43 Kbps"
109,"Top > LCA",23,42,"151.33 MB","40.35 Kbps"
110,"Top > Haaga House",19,116,"83.77 MB","12.76 Kbps"
111,"Top > Fitzrandolph Observatory",2,7,"12.58 MB","13.42 Kbps"
112,"Top > HPCRC - 151 Forrestal Rd.",4,5,"11.26 MB","0.52 Kbps"
113,"Top > 1952 Field House",3,23,"6.86 MB","1.05 Kbps"
114,"Top > Cordish Family Pavilion",2,12,"3.92 MB","1.09 Kbps"
115,"Top > Chilled Water-CoGen-ElmSubStation > Elm Drive Sub Station",2,6,"0.85 MB","0.91 Kbps"
116,"Top > Charlton St Substation",1,2,"0.12 MB","0.13 Kbps"
117,"Top > Clark Field",1,1,"0.03 MB","0.04 Kbps"
118,"Top > Dodge Hall",4,4,"0 MB","0 Kbps"
119,"Top > Aaron Burr",4,4,"0 MB","0 Kbps"
120,"Top > 171 Broadmead St.",0,0,"0 MB","0 Kbps"
121,"Top > 262 Alexander St.",2,2,"0 MB","0 Kbps"
122,"Top > Forrestal Campus > PUAM-SF",0,0,"0 MB","0 Kbps"
123,Top,0,0,"0 MB","0 Kbps"
124,"Top > Scheide Caldwell House",2,2,"0 MB","0 Kbps"
125,"Top > Center for Jewish Life",1,1,"0 MB","0 Kbps"
126,"Top > Forrestal Campus > Printing Services",0,0,"0 MB","0 Kbps"
127,"Top > Murray-Dodge",2,2,"0 MB","0 Kbps"
128,"Top > 26 College Road West",0,0,"0 MB","0 Kbps"
129,"Top > Green Hall",0,0,"0 MB","0 Kbps"
130,"Top > 34-Chambers",5,5,"0 MB","0 Kbps"
131,"Top > McCormick Hall",2,2,"0 MB","0 Kbps"
